id,followers_count,friends_count,verified,average_tweets_per_day,account_age_days,account_type
556534934,25,34,False,0.501,3045,bot
90967197,154,303,False,2.275,3926,human
772293092900614145,1,0,False,0.121,1445,human
231214259,1001,259,False,0.693,3522,bot
3178499254,1828,1689,False,24.104,1950,human
292555960,815909,397,True,0.129,3395,human
1414794427,611,2011,False,1.645,2659,human
299371708,31,68,False,0.735,3383,human
94899391,9,0,False,0.576,3909,bot
122162381,64,146,False,1.095,3813,bot
28052685,14,88,False,0.345,4158,bot
38538449,2952,401,True,2.697,4121,human
2214071510,948,931,False,0.275,2458,bot
637275359,280,1103,False,2.867,2955,human
304352481,1289138,664,True,7.956,3374,human
357567715,302,500,False,0.925,3288,human
2458389740,1812,947,False,3.866,2310,human
30412016,755557,240,True,1.93,4148,human
2560101619,6561,44,False,0.858,2261,human
1335364873,544,478,False,6.55,2690,bot
109579534,358972,2061,True,2.593,3854,human
323226897,88,0,False,1.032,3343,bot
2992377108,9,55,False,0.008,2035,bot
59247894,1482265,367,True,1.279,4045,human
17304859,408,620,False,5.397,4299,human
24382752,1303194,958,True,3.415,4175,human
616303909,772,1106,False,24.189,2978,bot
1548750122,738,677,False,1062.034,2610,bot
315886893,103,290,False,1.352,3355,human
210242862,309,646,False,5.679,3580,human
81530160,896181,785,True,0.978,3965,human
149163313,18,0,False,0.634,3735,bot
630197568,591,637,False,6.944,2964,bot
772208410494459908,0,0,False,0.138,1445,human
25693507,167,243,False,0.474,4168,human
581438790,195,206,False,0.801,3017,bot
703335756,8451,660,False,1.201,2953,bot
2459700563,5,0,False,0.014,2328,bot
365694298,20,61,False,0.915,3275,bot
244845936,6,0,False,0.028,3489,bot
3332902257,90,560,False,1.699,1888,bot
1891896709,16,127,False,0.014,2523,bot
2729708935,1396,1832,False,25.624,2197,human
848039305,2999,3789,False,3.079,2883,human
382995849,6,12,False,1.018,3245,bot
298585488,34,0,False,0.994,3384,bot
544738709,79,0,False,0.104,3059,human
498863526,2436,1052,True,1.783,3101,human
875803402613260289,0,0,False,0.277,1159,bot
1181748655,5,0,False,0.018,2742,bot
20450738,59,252,False,0.697,4208,bot
7081402,69871,5422,True,50.329,4803,human
376966590,221,350,False,1.211,3255,human
3257929151,317,488,False,0.199,1922,bot
796091152437018624,0,69,False,2.356,1379,bot
159387080,10,61,False,0.578,3708,bot
1252265444,19,0,False,1.186,2720,bot
2565606889,254,268,False,2.624,2258,human
102239729,59,79,False,0.816,3878,bot
2329415154,170,179,False,0.53,2386,human
1979190776,3388,41,False,792.0,2493,bot
890648800095752192,0,0,False,0.262,1118,human
544214527,66,972,False,1.112,3059,bot
2818051585,146,746,False,3.741,2161,human
823660038,2399,1244,False,2.431,2895,human
267390486,93754,85437,False,2.141,3443,human
177737258,4762,886,True,1.133,3659,human
599264817,23,146,False,0.541,2997,bot
4162850356,1,28,False,0.912,1743,bot
3121352247,1766,789,False,44.27,1971,human
266866249,167,384,False,4.975,3444,human
42208855,128749,59572,True,5.216,4104,bot
67636824,22,67,False,0.722,4015,bot
21761627,449322,5041,True,10.174,4193,human
479727198,752474,428,True,1.824,3122,human
64753254,719135,1063,True,5.397,4025,human
209456754,5103,37,False,0.244,3582,human
31523146,92,33,False,1.234,4143,human
189271687,1,0,False,0.003,3630,bot
458755731,1339449,74,True,1.286,3145,human
958334130827284481,40,319,False,4.006,931,human
58461854,15721,93,False,3.975,4047,human
583012000,1120276,31,True,0.092,3015,human
956829350,495,459,False,1.453,2830,human
123997878,293,546,False,0.992,3807,bot
24907451,2498,2494,True,3.944,4172,human
15732429,2549,4978,False,35.941,4397,human
40898254,72802,773,True,0.745,4110,human
34868950,2000891,0,True,0.251,4135,human
44306137,240,197,False,1.103,4095,human
24383198,350,1775,False,2.512,4175,human
3506959932,75,390,False,4.717,1805,human
464260842,449,0,False,0.095,3139,human
24645354,110387,47896,False,51.37,4174,bot
78384881,1538280,580,True,6.392,3976,human
949948733831110657,10,64,False,0.128,955,bot
1037140892337954822,11,10,False,0.441,714,human
50859813,1432452,1031,True,9.683,4072,human
890673349818548224,0,0,False,0.233,1118,human
272633657,1076,873,True,1.88,3433,human
24907585,74,866,False,0.593,4172,bot
23859014,456,443,False,0.967,4178,human
42733384,574,1210,False,11.008,4102,human
2919763790,1926,793,False,21.191,2083,human
134745940,298889,226,True,0.776,3775,human
61869915,3030,722,False,33.486,4036,human
269225854,3430108,502,True,5.713,3440,human
18091904,12752076,229,True,2.45,4267,human
453513089,13,80,False,0.408,3151,bot
164438347,2724,2638,False,59.069,3694,human
1289228173,1747,1762,False,9.96,2706,human
6819732,33384,10966,True,7.138,4814,human
415764375,2,0,False,0.04,3196,bot
324538274,461,293,False,0.953,3341,human
88084392,9817,106,False,2.505,3938,human
197660588,17,61,False,0.875,3609,bot
22548403,2793744,750,True,2.391,4187,human
19926982,77,335,False,1.1,4215,human
966837667282513925,49,306,False,0.116,908,bot
139202541,9217,2037,False,1.752,3762,bot
87035888,563609,952,True,7.304,3942,human
709923207847874560,17,58,False,0.095,1617,human
758382951532859393,51,432,False,1.073,1483,human
928314603376742400,5,0,False,1.739,1014,bot
790302681537449985,152,226,False,1.234,1395,human
780929716173672452,7,25,False,0.014,1421,bot
94900238,8637189,50,True,11.094,3909,human
3017805851,184,129,False,2.408,2022,bot
189009947,884,1500,False,8.048,3631,human
2837712923,2070,2579,False,7.309,2130,human
739774489,37,54,False,0.998,2935,bot
137367585,49,22,False,0.838,3767,bot
141299741,34,0,False,0.233,3756,bot
1589907487,842,336,False,4.951,2594,human
258478116,228,182,False,0.902,3460,bot
55840808,9,0,False,0.041,4056,human
877428455352217600,4,0,False,0.098,1155,bot
294916156,537,0,False,1.716,3391,bot
772475576779214848,5,0,False,0.073,1444,human
772155842233831424,0,0,False,0.156,1445,human
256643151,350,0,False,0.117,3464,human
766226088515276800,46,9,False,5.735,1462,human
4469821522,1137,4673,False,7.597,1710,bot
805556194698006528,548,747,False,3.571,1353,human
347607131,786,0,False,50.64,3304,bot
2929725533,459,838,False,2.857,2070,bot
36704352,3348989,489,True,3.086,4128,human
20189287,7486,2461,False,47.68,4212,human
1059852410,2397,2284,False,0.477,2784,human
206049405,1692543,25,True,0.681,3589,human
1006785817514250240,692,675,False,6.921,798,human
116134032,5,13,False,0.521,3832,bot
790680,2647393,912,True,45.138,4925,bot
423891097,122,343,False,0.129,3186,human
513112719,84841,68464,False,31.339,3090,bot
2258112673,373,99,False,0.36,2431,human
353636529,126,0,False,0.637,3294,human
406065351,851,338,False,13.899,3209,human
80744646,68,7,False,2.247,3968,human
46318078,173152,271,True,4.708,4087,human
1360531694,80,0,False,0.052,2680,human
56627441,1001788,297,True,10.298,4054,human
634130682,305,214,False,1.463,2959,human
193728764,75,375,False,1.061,3618,human
2295337212,1415,2019,False,23.03,2406,bot
920391689147244544,230,660,False,0.391,1036,bot
3287027977,2,0,False,1.164,1855,bot
240128281,26714,4501,False,0.394,3500,human
39325978,2986802,413,True,1.257,4117,human
113512735,3005500,281,True,4.442,3841,human
1202983213,1585,2644,False,0.921,2736,human
876868437498363904,0,0,False,0.188,1156,bot
268439864,16924267,29,True,0.674,3441,human
1118951206448181248,15,0,False,5.617,488,bot
2336493886,877,770,False,11.387,2381,human
318924291,755,197,False,5.61,3351,human
16257347,914,332,False,1.393,4358,bot
423104853,17,166,False,0.22,3187,bot
